7.0539	5.6335
-3.979	6.4824
-5.38	3.5169
-5.674	-1.2933
8.4097	3.9026
9.8803	-2.0356
9.3296	-3.8767
-5.1777	4.8603
8.7599	-5.2227
3.3399	-1.4766
5.6427	7.0592
1.5965	-3.847
-3.5974	-3.7093
9.9018	-1.0663
4.6072	-9.5604
9.4453	-3.5934
1.7855	-3.7405
-0.20551	-10.69
3.151	7.8556
1.9788	-10.598
-5.2674	4.4572
8.0733	-6.3338
5.2134	-9.2367
2.2008	-10.264
-5.0166	-2.5031
8.8084	2.6476
8.9167	-4.6834
8.5211	-5.1369
4.9264	7.1025
6.4561	-7.8347
1.4921	-10.427
-5.0842	-2.3609
2.8306	-10.379
-2.0396	-10.473
4.8854	7.2938
8.429	-5.0509
8.7564	3.0672
8.9646	-4.6232
3.2356	-1.5766
9.795	-2.1287
4.4435	-9.5237
4.9942	-9.3035
6.8576	-7.7305
3.1295	-2.2879
9.6035	-2.7113
-4.8633	5.1652
2.959	7.8607
-5.1114	-2.2315
-1.7847	-4.2548
0.10455	7.8223
8.548	-5.6063
0.83841	-10.9
-5.9338	2.507
-5.3446	4.4203
9.5349	-2.4701
8.3809	4.3944
2.1453	-3.8528
4.3977	7.5822
9.3904	-3.2035
2.0085	7.9954
9.1292	-3.5863
1.4739	-10.583
8.7822	2.9178
2.8832	-2.6476
1.4276	8.0551
-1.1173	8.0891
7.4741	5.3849
7.9544	-5.9858
4.8724	7.2367
4.6414	7.3245
2.666	-10.24
-6.0781	0.45988
4.9259	-9.2488
7.9881	4.654
8.6206	3.4795
6.3407	6.2503
4.337	-9.4874
-4.557	5.4582
3.7196	-1.1401
-6.0781	2.3051
-1.7734	7.4724
-1.7774	-10.98
0.030621	-4.3674
8.9464	-4.1892
-2.1629	-10.678
9.2223	2.7216
-5.2348	-2.3903
1.3578	7.965
3.5277	-0.89015
9.3755	2.463
9.7763	-2.6312
-2.2938	-10.938
8.4613	-5.4989
8.7144	-5.4303
9.1456	-4.0229
8.7744	-4.7281
0.77842	-4.443
-0.13501	-4.3986
-4.3533	5.4685
8.3146	4.6836
9.1495	2.3951
-1.4583	-4.5953
2.6926	8.2567
-3.4438	6.5699
-1.3702	-10.697
0.33818	-4.4651
4.3707	7.4674
-2.7216	-4.2062
2.4012	7.8852
-2.2973	-10.694
-2.2367	-10.508
-2.6883	7.3912
9.4104	-2.2586
-5.834	2.9202
-4.5773	-3.0051
-5.9748	0.47665
9.8984	0.41105
8.2869	-6.2372
5.0662	-9.0902
2.4555	-3.1757
-3.5788	-3.928
2.5307	1.7805
1.2451	-4.3161
2.6706	-10.016
-0.62514	-4.4834
9.3674	1.1804
9.6303	0.69733
-2.1018	-4.4135
6.7326	-7.8866
9.5072	-2.2406
9.1548	-4.3466
9.6195	-2.0666
-6.113	0.96736
-1.6567	-10.699
-6.3206	0.8239
2.6388	7.905
1.8958	-10.47
7.8815	4.9425
9.8298	-0.96996
8.0113	4.4733
9.9637	-0.96208
3.3415	-0.32109
-2.0861	-4.5607
3.3356	0.52019
5.9753	-8.8448
9.455	-0.15665
6.6384	6.2944
3.357	-2.2688
-0.79667	7.8529
9.8556	-0.39574
0.17605	-10.981
-3.6078	6.3835
0.94823	8.3192
8.5839	-4.9165
9.6807	1.0342
-5.334	4.4514
-6.0468	2.2332
0.90185	-10.742
9.9016	-1.3725
3.5964	-1.7383
8.1307	4.1847
-4.4751	-3.1415
2.9288	-2.151
7.0167	6.0098
-4.4559	6.0918
6.6235	6.2583
-1.2788	-4.7592
1.7703	-4.1574
8.278	-6.1849
5.651	7.0637
7.6562	-6.3536
6.1669	-8.1825
-5.8577	3.169
2.0554	1.958
-1.5435	-10.669
1.3296	8.0687
-2.9788	-3.9928
-2.8619	-4.2533
8.2963	-5.9028
9.3815	2.1541
-5.0299	-2.6464
7.9835	-6.3141
8.7616	3.2562
-4.4746	-2.9218
6.8157	5.6082
2.4463	7.9218
6.9466	-7.5355
-0.17739	-4.5964
2.2554	-3.2408
-3.3957	-4.035
-5.5206	3.4114
9.5934	-3.1589
7.6471	5.4051
-6.0429	0.091157
-0.28567	7.919
8.0519	-6.206
7.1392	-7.3663
5.4246	7.2418
5.8236	6.435
-5.4372	3.678
8.8498	-4.6419
-6.2308	0.40774
4.0741	-9.7867
6.0874	-8.4378
7.3038	4.9817
9.5553	-1.9789
-1.5705	-10.927
-2.4775	-4.0865
9.4771	-0.47822
9.5787	0.27976
-6.1614	0.60545
6.0823	6.5557
8.893	-5.0401
3.9207	-9.9276
5.5373	-8.7631
6.9612	5.8727
-0.22655	-10.63
-3.4397	-10.469
9.4953	-2.9444
6.2924	6.7935
7.6889	-6.3482
2.0029	1.857
2.3541	-3.0503
9.7608	-1.9577
7.104	-7.3255
8.8866	3.215
7.0357	5.738
8.6841	-4.7781
2.4911	-10.168
0.99987	-4.099
2.5004	-3.2006
9.211	-4.0052
2.397	8.0394
-3.8007	-3.359
1.4689	-3.7176
9.484	-3.3014
9.4374	-3.2231
1.3374	-3.915
-3.5175	-3.9244
-5.8553	0.12868
8.4981	-5.1899
-0.75461	-4.514
0.94295	-4.3786
5.7761	6.6128
6.9232	-7.3862
8.2832	3.5769
-5.5555	-0.63311
5.4595	6.7828
6.0148	6.8251
-6.2358	0.81846
7.5673	-6.9102
9.6159	-2.453
1.3399	8.0984
7.5667	4.8968
-2.7458	-4.3012
-0.45963	8.1252
1.8737	8.1224
-3.4947	-10.277
7.8722	-6.5215
-5.9231	3.1115
-3.4739	-4.0444
-3.1657	-3.9844
8.6282	3.5735
5.4006	-8.9755
6.9861	-7.3492
4.1403	-9.655
4.3557	-9.7499
5.5916	-8.3392
9.221	1.5481
7.182	-7.1495
9.6195	-1.6349
-0.04707	-10.555
1.9757	1.9645
-2.2192	-4.2615
5.9195	6.3483
-0.42032	-10.669
-6.0241	0.40532
9.0905	2.3233
2.512	7.7923
8.1775	-6.2685
7.7955	-6.5783
5.4753	6.9469
-0.071411	-4.7055
-5.7542	3.0479
0.49975	7.9766
1.498	1.9638
-5.0264	5.0007
-0.98676	7.6278
-6.3457	1.3271
3.3656	-2.3438
3.2945	-2.0105
-4.9406	-2.2753
0.46325	-10.784
1.053	-4.1001
1.6055	7.9268
-5.9596	0.86695
8.4433	4.1976
-5.7083	-0.16069
-1.7078	-4.321
7.4463	5.4094
3.2952	-0.71798
-0.696	-4.4569
3.014	7.7089
-0.62561	-10.544
7.3742	5.3828
4.1424	7.797
-2.7457	7.0762
3.631	-9.6506
9.6893	-1.5949
-5.0265	4.8903
-4.7448	-2.6024
7.5599	-6.8651
1.8512	-10.509
-1.6155	-10.786
4.4338	-9.3934
-5.2332	-1.8522
9.8201	0.29143
-2.8979	-4.0253
4.9507	7.425
-6.028	2.2576
9.279	-3.176
1.7702	-10.641
6.0272	6.5999
2.7675	-2.7211
1.9034	8.2379
9.3787	1.8031
-1.8158	7.3999
9.112	-3.902
8.7792	3.3722
8.5817	-5.0145
3.4543	-1.9953
3.2242	8.0411
7.2956	-7.5522
-1.4972	7.5721
3.3887	7.7134
-3.4998	-10.298
-5.955	0.38236
3.9672	-9.5839
9.4888	-0.020849
0.6728	-10.953
-2.5007	6.9589
7.5849	5.2883
1.5078	-10.423
-2.218	-4.0571
-6.0073	2.2093
6.6075	6.1036
5.1372	7.2636
9.8676	0.57642
6.6362	6.2321
4.5654	-9.6137
3.2291	-1.759
-3.2687	-10.669
9.2123	1.613
-0.85621	7.7874
9.1825	2.583
-3.5281	-10.417
9.5844	1.8853
3.7797	7.504
3.1815	-2.1544
5.7735	-8.5788
-2.036	7.3281
9.329	-4.0272
-2.4813	-4.0387
1.9545	8.3259
9.697	0.21127
7.7668	-6.5383
-4.658	-2.7262
2.1473	8.1469
-0.016187	-10.626
3.5456	-9.9114
-0.25957	-10.962
7.9756	4.9711
2.851	-10.426
9.0868	-3.955
9.313	-3.7044
-2.0139	7.6555
5.8113	-8.7078
-0.80864	7.7312
-0.35189	-4.492
0.65347	-10.7
3.6472	7.5747
-1.0621	7.8466
1.5604	-3.9501
-6.014	1.1471
-5.2585	4.415
-2.0135	-10.471
-1.4685	-10.521
2.1813	1.8843
2.0362	1.9081
5.2728	7.1469
-5.9825	2.9707
-6.2996	1.9587
3.198	-2.5276
2.8344	-2.8517
4.0937	-9.5045
7.4297	-7.0106
-3.893	6.2103
3.5371	-0.78416
-4.4017	5.8133
-4.2578	-3.1075
9.5372	-1.2199
9.2463	-3.6849
1.0133	-10.645
9.254	-4.0218
4.6095	7.2948
-1.0585	-4.714
8.8174	-5.0646
2.2856	-3.3488
1.7768	2.0258
-1.3491	-4.3039
-3.6655	6.1848
-5.8823	3.8861
9.9473	-0.66812
3.0526	-10.231
3.4192	7.6861
0.057118	-4.7565
6.1365	6.4467
-2.5872	-4.2284
9.1093	-3.5364
5.1367	-9.1909
6.7489	6.3849
1.8719	8.3022
5.7298	7.0396
-3.3123	-3.9187
-1.3753	-10.825
1.9273	1.9871
0.66304	8.1009
