0.53018	-7.3733
4.4635	-5.8579
3.546	11.287
6.5286	-2.5498
5.5307	-4.1752
-6.4682	-5.6177
5.688	-3.7314
-8.8171	4.2225
6.4859	-2.4915
-2.0759	4.0094
-5.6678	8.625
-8.7462	4.3038
6.125	-3.12
0.62284	11.019
-8.2713	-2.5549
-9.2489	0.54591
-6.0271	8.826
-0.60767	4.7801
1.7066	4.8498
-1.9182	3.9312
-9.0825	3.0364
-4.2638	9.8383
6.2219	-3.4608
6.0328	-3.3683
6.0736	1.2198
-1.6758	-7.3993
2.8158	-6.8913
5.0392	3.0934
-8.7828	3.8118
-6.5404	7.949
-5.5579	-6.1177
-2.2974	-0.66778
6.4706	0.42763
-6.3528	8.1254
-7.4875	6.5758
-1.8222	10.763
6.1907	-3.4886
-2.7194	2.0439
3.0284	-6.4521
-9.451	0.89862
6.299	0.85957
0.80935	11.219
-0.041397	-7.779
-7.148	-4.2053
-2.197	-7.4512
-2.8602	10.378
-3.8823	10.092
6.5487	-1.5722
-0.45339	-7.5078
4.6361	-5.4137
-1.667	3.9189
-1.9706	10.77
-5.9898	-5.5282
2.3475	11.187
-8.6153	4.5609
-0.98231	4.1322
-7.9996	6.2393
-1.6055	10.77
-6.2251	-5.4714
2.5592	4.9204
-4.418	9.8648
-1.2816	10.843
-9.0763	-1.2193
4.3971	-5.8219
-2.9308	2.408
-2.0456	-7.293
-0.73915	-7.4633
-0.91682	4.6522
6.4898	-3.0875
-5.3654	-6.369
6.4688	0.83415
-2.6582	2.8477
2.0234	11.484
-9.4042	2.4708
-9.0258	0.8654
-2.1745	-0.93022
-7.7891	-3.4061
1.9368	-7.019
-2.7696	10.248
-2.6403	-7.5395
3.795	-6.0196
-8.3037	4.8925
3.5803	10.907
-3.6202	-7.1879
0.18099	4.8716
-4.2327	-6.7042
3.6935	4.4547
-1.4484	3.8355
-1.4488	10.961
6.5495	-0.81809
6.6889	-1.7433
-5.4037	-6.2453
-2.3206	3.7344
-7.5154	-4.4171
2.607	-6.752
5.6443	-4.0138
6.0314	-2.9698
4.3348	-6.057
5.8298	-4.1125
1.4813	11.332
-2.8477	2.1581
-0.20895	-7.7213
-1.0061	4.4299
-8.8929	-1.687
1.7512	5.245
5.9394	1.9716
-1.3659	10.84
-4.1328	9.7976
3.7088	4.4354
-8.5004	4.3091
-0.064065	11.342
6.3711	-1.9474
-7.6941	6.1367
-8.8161	-0.55627
-1.8383	10.693
-4.9338	9.4523
-5.6779	8.7234
0.65573	-7.5553
-0.24541	-7.4957
-4.0216	9.9842
6.6828	0.77871
5.465	-4.5147
-1.8437	-1.1039
1.6961	-7.3309
6.3133	0.1751
3.4441	11.275
-2.6704	10.726
5.6824	2.4377
1.1862	4.8785
-2.5028	10.74
-4.4572	-6.5409
-9.0092	0.38185
-7.6096	-3.8298
